이미지링크,배송명,브랜드,상품명,할인율,할인전 가격,할인후 가격,구매개수,카테고리
https://image.brandi.me/cproduct/2022/04/19/SB000000000059713831_1650350880_image1_S.jpeg,하루배송,미우블랑,[핏예쁜/필수템!!] 찰랑 부드러운 여리 브이넥 반팔 티셔츠_미우블랑,5%,"14,060원","14,800원",21개 구매중,상의
https://image.brandi.me/cproduct/2022/04/18/SB000000000059650405_1650292555_image1_S.jpeg,하루배송,러브모노,[4col] 썸머 거즈면 루즈핏 뒷 리본 블라우스 _ 러브모노,10%,"30,240원","33,600원",14개 구매중,상의
https://image.brandi.me/cproduct/2022/04/18/SB000000000059624161_1650272029_image1_S.jpeg,하루배송,너미샵,[봄신상/여리핏] 시스루 여리블라우스_ 3color_너미샵,10%,"21,330원","23,700원",19개 구매중,상의
https://image.brandi.me/cproduct/2022/04/16/SB000000000059521801_1650122298_image1_S.jpeg,하루배송,데일리유,"[데일리,여름까지쭉] 똑딱,크롭 골지 반팔 티셔츠 [3color]_데일리유",10%,"17,730원","19,700원",23개 구매중,상의
https://image.brandi.me/cproduct/2022/04/14/SB000000000059342257_1649936372_image1_S.jpeg,하루배송,버튼나인,어바웃 데일리 반크롭 반팔티(4color)_버튼나인,6%,"14,850원","15,800원",14개 구매중,상의
https://image.brandi.me/cproduct/2022/03/30/SB000000000057640031_1648649993_image1_S.jpeg,하루배송,바이영,[쿠폰] 마일드 루즈핏 반팔 티셔츠_바이영,10%,"13,320원","14,800원",81개 구매중,상의
https://image.brandi.me/cproduct/2022/03/29/SB000000000057501709_1648560043_image1_S.jpeg,하루배송,어썸,바게트 브이넥 퍼프 반팔니트 [ 5color ]_어썸,10%,"24,930원","27,700원",13개 구매중,상의
https://image.brandi.me/cproduct/2022/03/25/SB000000000057171287_1648196604_image1_S.jpeg,하루배송,먼데이로우,[데일리] 미크 심플 반팔티_먼데이로우,10%,"16,020원","17,800원",15개 구매중,상의
https://image.brandi.me/cproduct/2022/03/23/SB000000000056351939_1648039039_image1_S.jpeg,하루배송,삼삼플레이스,[2사이즈/11컬러] 변형없는 질좋은 레이어드 기본 무지 반팔티 박스티_삼삼플레이스,6%,"18,520원","19,700원",20개 구매중,상의
https://image.brandi.me/cproduct/2022/02/15/SB000000000052956498_1644889069_image1_S.jpeg,하루배송,데일리북,(MD강추!) 파스텔 베이직 에이드 크롭셔츠남방 8color_데일리북,10%,"28,440원","31,600원",10개 구매중,상의
