이미지링크,배송명,브랜드,상품명,할인율,할인전 가격,할인후 가격,구매개수,카테고리
https://image.brandi.me/cproduct/2022/04/01/SB000000000057877361_1648796799_image1_S.jpeg,하루배송,프렌치오브,[재진행](8color)르메 여름 파스텔 카라 베이직 루즈핏 반팔 셔츠_프렌치오브,10%,21330,23700,"1,779 ",상의
https://image.brandi.me/cproduct/2022/05/27/SB000000000063446683_1653636370_image1_S.jpeg,하루배송,더핑크샵x하루배송,[시원해요!/여행룩필수] 시즈닝 썸머 크롭 셔츠 남방 (4color)_더핑크샵_2,10%,28440,31600,68 ,상의
https://image.brandi.me/cproduct/2022/06/03/SB000000000063927076_1654238401_image1_S.jpeg,하루배송,더핑크샵x하루배송,[러블리/끈조절가능!] 아츄 스모크 리본 프릴 끈 나시 탑 (2color)_더핑크샵_2,10%,17730,19700,22 ,상의
https://image.brandi.me/cproduct/2022/04/12/SB000000000059085542_1649743972_image1_S.jpeg,하루배송,프렌치오브,(3color)비즈 퍼프 스트링 프릴 여름 반팔 블라우스_프렌치오브,10%,31950,35500,"1,067 ",상의
https://image.brandi.me/cproduct/2020/05/22/16662360_1590151240_image1_M.jpg,하루배송,버튼나인,[쿠폰](핵편한/필수템) 노와이어 캡내장 보정 브라 나시탑(7color)_버튼나인,5%,13110,13800,"8,553 ",상의
https://image.brandi.me/cproduct/2022/04/21/SB000000000059872746_1650500060_image1_S.jpeg,하루배송,에이치다x하루배송,[쿠폰](재진행) 데이즈 린넨 반팔 남방 셔츠 4color_에이치다_2,10%,19530,21700,234 ,상의
https://image.brandi.me/cproduct/2021/07/12/SB000000000033584720_1626077454_image1_S.jpeg,하루배송,피치모어,[백리본 포인트!] 스퀘어넥 퍼프 크롭 프릴 반팔 블라우스_피치모어,10%,19530,21700,329 ,상의
https://image.brandi.me/cproduct/2022/05/10/SB000000000061648072_1652149327_image1_S.jpeg,하루배송,비비드글로우,[쿠폰][찰랑~부들/몸매보정핏] 슬림 레터링 반팔 고잉 크롭 티셔츠_비비드글로우,10%,14220,15800,269 ,상의
https://image.brandi.me/cproduct/2022/04/17/SB000000000059539453_1650195295_image1_S.jpeg,하루배송,쏠트베이비,[반팔버전!] 차르르 링클프리 반팔 셔츠 블라우스_쏠트베이비,10%,21330,23700,"2,205 ",상의
https://image.brandi.me/cproduct/2022/05/10/SB000000000061664238_1652158823_image1_S.jpeg,하루배송,코튼로그,[쿠폰]마벨 찰랑 타이 반팔 블라우스_코튼로그,10%,19530,21700,817 ,상의
https://image.brandi.me/cproduct/2020/07/06/17993567_1594029654_image1_M.jpg,하루배송,버튼나인,[쿠폰](컬러추가재진행/여유핏) 카라 반크롭 반팔티(5color)_버튼나인,6%,18520,19700,"3,383 ",상의
https://image.brandi.me/cproduct/2022/05/04/SB000000000061322709_1651675211_image1_S.jpeg,하루배송,박남매x하루배송,바스락 셔츠 + 슬랙스 셋업 세트 P000BIOA_박남매2,10%,51480,57200,287 ,상의
https://image.brandi.me/cproduct/2022/04/18/SB000000000059658737_1650324608_image1_S.jpeg,하루배송,아이메리,[쿠폰][핏예쁨/고급스러운] 오버 튤립 카라 무지 오프숄더 민소매 블라우스 / 하객룩 _아이메리,10%,24930,27700,138 ,상의
https://image.brandi.me/cproduct/2020/07/17/18290308_1594969526_image1_M.jpg,하루배송,미우블랑,[힙가려요] 여름 루즈핏 입술넥 부클 여리 니트_미우블랑,8%,23640,25700,"14,795 ",상의
